Longitude,Latitude,January,February,March,April,May,June,July,August,September,October,November,December
-8.5625,54.5625,0,0,0,0,0,0,0,0,0,0,0,0
-8.5625,54.9375,0,0,0,0,0,0,0,0,0,0,0,0
-8.5625,55.0625,0,0,0,0,0,0,0,0,0,0,0,0
-8.5625,55.1875,0.14316301047801971,0.30481135845184326,0.1541755497455597,0.18207398056983948,0.12113793194293976,0.022759247571229935,0.011012539267539978,0.011012539267539978,0.11379623413085938,0.16518808901309967,0.14793510735034943,0.31936362385749817
-8.5625,55.3125,1.3589831269200658e-6,0.04595925286412239,1.3136836969351862e-6,1.3574731383414473e-6,1.08718643332395e-6,1.0766166269604582e-6,1.08718643332395e-6,9.059887133844313e-7,1.263854301214451e-6,1.3136836969351862e-6,1.4042825569049455e-6,0.06226687878370285
-8.5625,55.4375,3.0223411158658564e-4,0.03299415111541748,2.4411216145381331e-4,2.882848493754864e-4,1.8599022587295622e-4,2.4023736477829516e-4,1.8599022587295622e-4,1.7436583584640175e-4,2.522492432035506e-4,0.00026736094150692225,3.2432045554742217e-4,0.08882229030132294
-8.5625,55.5625,9.637356270104647e-4,0.1368216723203659,0.062287844717502594,9.637356270104647e-4,8.704708889126778e-4,8.031130419112742e-4,7.150296587496996e-4,6.528531666845083e-4,9.316111099906266e-4,9.637356270104647e-4,9.637356270104647e-4,0.15435172617435455
-8.5625,55.6875,0.001618100213818252,0.17534317076206207,0.06433109194040298,0.001618100213818252,0.0015137066366150975,0.0013484169030562043,0.0011483292328193784,0.001252722810022533,0.0015641635982319713,0.001618100213818252,0.001618100213818252,0.1585310697555542
-8.5625,55.8125,0.0018804841674864292,0.03720647841691971,0.0015796066727489233,0.0014768069377169013,0.0014291679253801703,0.0011659001465886831,9.026323677971959e-4,0.0010530711151659489,0.0014768069377169013,0.0016548261046409607,0.002098620403558016,0.06555687636137009
-8.5625,55.9375,0.0020913411863148212,0.0029769602697342634,0.00199175369925797,0.0016465162625536323,0.0014938152162358165,0.0013377944706007838,7.967014680616558e-4,7.967014680616558e-4,0.0013377944706007838,0.0014938152162358165,0.0019552381709218025,0.002788454992696643
-8.5625,56.0625,0.0033583631739020348,0.00433788588270545,0.002518772380426526,0.0026027315761893988,0.0029385678935796022,0.0026027315761893988,0.001959045184776187,0.0022389087826013565,0.002458135364577174,0.002378840697929263,0.00433788588270545,0.004197954200208187
-8.5625,56.1875,0.00611703610047698,0.0467967689037323,0.00611703610047698,0.0063209375366568565,0.00611703610047698,0.005478145554661751,0.00428192550316453,0.004485826473683119,0.005688843782991171,0.00611703610047698,0.0063209375366568565,0.0611591637134552
-8.5625,56.3125,0.016205431893467903,0.04033917933702469,0.014469134621322155,0.014951439574360847,0.014469134621322155,0.011961151845753193,0.009260246530175209,0.010417777113616467,0.014951439574360847,0.016784196719527245,0.017941726371645927,0.017941726371645927
-8.5625,56.4375,0.027494359761476517,0.06558874994516373,0.024994872510433197,0.028410838916897774,0.026244616135954857,0.021953830495476723,0.017496410757303238,0.019995898008346558,0.025828035548329353,0.034992821514606476,0.038742054253816605,0.037492308765649796
-8.5625,56.5625,0.09110254049301147,0.123787060379982,0.07867946475744247,0.07702305912971497,0.09110254049301147,0.07702305912971497,0.07039742171764374,0.07867946475744247,0.08558117598295212,0.08282049000263214,0.09413929283618927,0.12008971720933914
-8.5625,56.6875,0.15154439210891724,0.2528284192085266,0.17620933055877686,0.14093628525733948,0.1313384771347046,0.11483697593212128,0.10102959722280502,0.10608107596635818,0.14093628525733948,0.1565958708524704,0.1565958708524704,0.2087477147579193
-8.5625,56.8125,0.030884917825460434,0.07937449961900711,0.027689926326274872,0.029713420197367668,0.02875492349267006,0.027512425556778908,0.02023494616150856,0.022364940494298935,0.029713420197367668,0.03194991499185562,0.03301491215825081,0.07488808780908585
-8.5625,56.9375,0.0027731459122151136,0.0031930794939398766,0.0019966650288552046,0.002407090738415718,0.002329442650079727,0.0018339738016948104,0.0014420358929783106,0.0015529617667198181,0.002521713962778449,0.0033277750480920076,0.003438700921833515,0.003438700921833515
-8.5625,57.0625,8.013335755094886e-4,0.056828856468200684,5.547694163396955e-4,6.369574693962932e-4,5.855899071320891e-4,2.8663084958679974e-4,3.0820522806607187e-4,3.6984626785852015e-4,7.006532396189868e-4,9.246156550943851e-4,9.554362040944397e-4,0.026204004883766174
-8.5625,57.1875,0.04044095054268837,0.31946423649787903,0.07563501596450806,0.0047645969316363335,0.00476989708840847,0.0036145218182355165,0.002384948544204235,0.003179931314662099,0.022783899679780006,0.004928893409669399,0.05997258052229881,0.2357572615146637
-8.5625,57.3125,0.014705142937600613,0.047193948179483414,0.01280770543962717,0.014214971102774143,0.014705142937600613,0.010293600149452686,0.006641032174229622,0.009012829512357712,0.01176411472260952,0.014705142937600613,0.014705142937600613,0.04404987022280693
-8.5625,57.4375,0.023045334964990616,0.02375485934317112,0.013509334996342659,0.009032712318003178,0.011125334538519382,0.009032712318003178,0.00794666726142168,0.011920001357793808,0.016423113644123077,0.022250669077038765,0.024634668603539467,0.024634668603539467
-8.5625,57.5625,0.019112471491098404,0.031035013496875763,0.006370823830366135,0.003949910867959261,0,0,0,0.0038224945310503244,0.01184973306953907,0.02038663625717163,0.02106619067490101,0.028031624853610992
-8.5625,57.6875,0.0350826270878315,0.05049392208456993,0.014033050276339054,0.014500818215310574,0.005262393970042467,0,0.007016525138169527,0.012278919108211994,0.021751226857304573,0.02455783821642399,0.027189034968614578,0.04911567643284798
-8.5625,57.9375,0.10505200922489166,0.10505200922489166,0.0881081372499466,0.10505200922489166,0.10505200922489166,0.10505200922489166,0.0948856845498085,0.08133058995008469,0.09454680979251862,0.10505200922489166,0.10505200922489166,0.10505200922489166
-8.5625,58.0625,0.026417477056384087,0.02823937125504017,0.021862739697098732,0.025415433570742607,0.023684633895754814,0.019767560064792633,0.01548610720783472,0.01821894943714142,0.023532809689641,0.02823937125504017,0.02823937125504017,0.027328424155712128
-8.5625,58.1875,0.0036384279374033213,0.0038893541786819696,0.0033875019289553165,0.0038893541786819696,0.0038893541786819696,0.003111483296379447,0.002383797662332654,0.0026347236707806587,0.0032411282882094383,0.0038893541786819696,0.0038893541786819696,0.0037638910580426455
-8.5625,58.3125,0.005521416664123535,0.0063394042663276196,0.004498932044953108,0.006128090899437666,0.005930410232394934,0.004437583032995462,0.0034764474257826805,0.0036809444427490234,0.004226269666105509,0.005316919647157192,0.0063394042663276196,0.0063394042663276196
-8.5625,58.4375,0.005883443169295788,0.007599447388201952,0.004902869462966919,0.00506629841402173,0.002941721584647894,0,0.003922295290976763,0.003922295290976763,0.004053038544952869,0.003922295290976763,0.00506629841402173,0.008825165219604969
-8.5625,58.5625,0.006633024197071791,0.004895803518593311,0.00884403195232153,0.004569416865706444,0,0,0,0,0,0,0,0
-8.5625,60.6875,0.0268876776099205,0.03969133645296097,0.029128318652510643,0.025468606501817703,0.020165758207440376,0.03241458907723427,0.03585023805499077,0.033609598875045776,0.03241458907723427,0.0268876776099205,0.025468606501817703,0.033609598875045776
-8.5625,60.8125,0.1400708556175232,0.1400708556175232,0.1310340315103531,0.1400708556175232,0.1400708556175232,0.1400708556175232,0.1400708556175232,0.1310340315103531,0.1400708556175232,0.1400708556175232,0.1660328209400177,0.1400708556175232
-8.5625,60.9375,0.15285858511924744,0.17780110239982605,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.15285858511924744,0.1761382669210434,0.17538730800151825
-8.5625,61.0625,0.16908660531044006,0.19592656195163727,0.16908660531044006,0.16908660531044006,0.16908660531044006,0.16908660531044006,0.16908660531044006,0.16908660531044006,0.19413723051548004,0.16908660531044006,0.19413723051548004,0.19332914054393768
-8.5625,61.1875,0.11859054118394852,0.13676735758781433,0.09882544726133347,0.09190766513347626,0.09388417750597,0.11743757128715515,0.11859054118394852,0.09388417750597,0.0868016853928566,0.10376671701669693,0.09701364487409592,0.12847308814525604
-8.5625,61.3125,0,0.008916869759559631,0.010738595388829708,0.005548274144530296,0,0,0,0.002684648847207427,0.011096548289060593,0.005369297694414854,0.002774137072265148,0
-8.5625,61.8125,0.023090561851859093,0.03195568546652794,0.028863200917840004,0.029825307428836823,0.023090561851859093,0,0,0.034635841846466064,0.04175543040037155,0.040408480912446976,0.029825307428836823,0.005772640462964773
-8.5625,61.9375,0.07264376431703568,0.06702251732349396,0.057509645819664,0.05942663177847862,0.0605364665389061,0.07506521791219711,0.07567058503627777,0.07567058503627777,0.0656820684671402,0.06659011542797089,0.0656820684671402,0.08172423392534256
-8.5625,62.0625,0.06382837891578674,0.1243184432387352,0.13960571587085724,0.14851446449756622,0.06382837891578674,0.06382837891578674,0.06382837891578674,0.08702851086854935,0.17248792946338654,0.14166469871997833,0.1202857717871666,0.06382837891578674
-8.5625,62.1875,0.174245685338974,0.2185167521238327,0.20307336747646332,0.207877978682518,0.174245685338974,0.058935005217790604,0.058935005217790604,0.174245685338974,0.2376665621995926,0.23190103471279144,0.2376665621995926,0.174245685338974
-8.5625,62.3125,0.1235361322760582,0.18885551393032074,0.17732857167720795,0.20870748162269592,0.15043234825134277,0.06974370032548904,0.06974370032548904,0.1235361322760582,0.23650024831295013,0.2311210036277771,0.1809147298336029,0.09663991630077362
-8.5625,62.4375,0.09935986995697021,0.18208548426628113,0.1918761283159256,0.1805676817893982,0.10621227324008942,0.10621227324008942,0.09935986995697021,0.1439048945903778,0.21951672434806824,0.1713167130947113,0.1309974044561386,0.10621227324008942
-8.5625,62.5625,0.14869727194309235,0.13523107767105103,0.13276542723178864,0.15365386009216309,0.16462913155555725,0.15914149582386017,0.14869727194309235,0.14338666200637817,0.1481662094593048,0.14869727194309235,0.16462913155555725,0.16462913155555725
-8.4375,48.1875,0,0,0,0,0,0,0,0,0,0,0,0
-8.4375,48.3125,0.08689814805984497,0.12627387046813965,0.1031915545463562,0.10101909935474396,0.1031915545463562,0.10101909935474396,0.09776041656732559,0.1031915545463562,0.10663127154111862,0.1031915545463562,0.0954069271683693,0.09776041656732559
-8.4375,48.4375,0.03586893156170845,0.04489186033606529,0.03586893156170845,0.0402875691652298,0.03898796811699867,0.0370645634829998,0.03430941328406334,0.03586893156170845,0.03867606446146965,0.03742844983935356,0.0370645634829998,0.03742844983935356
-8.4375,48.5625,0.14499495923519135,0.3837641477584839,0.14499495923519135,0.14888755977153778,0.05741150677204132,0.028217019513249397,0.0866059884428978,0.14499495923519135,0.17905519902706146,0.11580047756433487,0.14888755977153778,0.14499495923519135
-8.4375,48.6875,0.031218886375427246,0.22736294567584991,0.11980007588863373,0.12275277823209763,0.031218886375427246,0.031218886375427246,0.031218886375427246,0.11980007588863373,0.15326407551765442,0.11980007588863373,0.031218886375427246,0.09027300775051117
-8.4375,48.8125,0.04160883650183678,0.10744953900575638,0.07134334743022919,0.04160883650183678,0.04026661813259125,0.04160883650183678,0.04160883650183678,0.04160883650183678,0.04160883650183678,0.04160883650183678,0.04160883650183678,0.07134334743022919
-8.4375,48.9375,0.12281337380409241,0.2995034158229828,0.12281337380409241,0.1258300393819809,0.06248019263148308,0.032313600182533264,0.032313600182533264,0.09160441160202026,0.1258300393819809,0.15297996997833252,0.09465789049863815,0.18314656615257263
-8.4375,49.0625,0.025718124583363533,0.22580020129680634,0.11607777327299118,0.08796588331460953,0.024058891460299492,0.025718124583363533,0.024888508021831512,0.024058891460299492,0.056842003017663956,0.11607777327299118,0.025718124583363533,0.14619766175746918
-8.4375,49.1875,0.025932349264621735,0.23004460334777832,0.056658923625946045,0.05768314376473427,0.0242592953145504,0.02506793849170208,0.0242592953145504,0.0242592953145504,0.025932349264621735,0.08738549798727036,0.025932349264621735,0.08738549798727036
-8.4375,49.3125,0.028955426067113876,0.2673931121826172,0.1214793473482132,0.12552866339683533,0.027956964448094368,0.027857117354869843,0.02695850096642971,0.027956964448094368,0.09400322288274765,0.1529863029718399,0.06247778981924057,0.15198783576488495
-8.4375,49.4375,0.05193521827459335,0.25680142641067505,0.14379727840423584,0.15050718188285828,0.05193521827459335,0.04983307793736458,0.05008038878440857,0.05008038878440857,0.11758802831172943,0.17565451562404633,0.057499706745147705,0.14379727840423584
-8.4375,49.5625,0.21173223853111267,0.3319839835166931,0.2140486091375351,0.25393104553222656,0.21173223853111267,0.06462682783603668,0.18004110455513,0.21173223853111267,0.2515374720096588,0.21636497974395752,0.2842849791049957,0.24342335760593414
-8.4375,49.6875,0.3529164791107178,0.6978799700737,0.3529164791107178,0.41892215609550476,0.4522607922554016,0.3801456391811371,0.4260147511959076,0.3678828775882721,0.4460430443286896,0.4054085314273834,0.5274057388305664,0.5160324573516846
-8.4375,49.8125,0.18103019893169403,0.3119899332523346,0.23811860382556915,0.23388101160526276,0.18773502111434937,0.1870645433664322,0.18103019893169403,0.18773502111434937,0.22002437710762024,0.20114466547966003,0.20784948766231537,0.21292681992053986
-8.4375,49.9375,0.3915599286556244,0.5638585686683655,0.40209177136421204,0.4594152867794037,0.40209177136421204,0.30511045455932617,0.3915599286556244,0.42353174090385437,0.4376494586467743,0.4231554865837097,0.48156994581222534,0.43443986773490906
-8.4375,50.0625,0.3340490460395813,0.504721999168396,0.38334333896636963,0.41116228699684143,0.3253644108772278,0.3121948838233948,0.3137442469596863,0.38334333896636963,0.408128947019577,0.41820380091667175,0.3602248728275299,0.3746586740016937
-8.4375,50.1875,0.40679603815078735,0.5273492932319641,0.438127726316452,0.4780234396457672,0.3808460533618927,0.32878875732421875,0.3877021372318268,0.438127726316452,0.45273199677467346,0.44350942969322205,0.39910200238227844,0.438127726316452
-8.4375,50.3125,0.5242666006088257,0.7676727771759033,0.5221172571182251,0.588171124458313,0.6077495217323303,0.5262658596038818,0.5413931012153625,0.5242666006088257,0.6103104948997498,0.6034507751464844,0.6589605212211609,0.6420024633407593
-8.4375,50.4375,0.6999359130859375,0.8673323392868042,0.6981093883514404,0.7223234176635742,0.6669167876243591,0.7062072157859802,0.6834263205528259,0.6999359130859375,0.7564431428909302,0.7641475796699524,0.7735030055046082,0.7641475796699524
-8.4375,50.5625,0.499810129404068,0.6273453235626221,0.46897459030151367,0.5164704322814941,0.48439234495162964,0.41422396898269653,0.499810129404068,0.4535568356513977,0.5178017020225525,0.499810129404068,0.5815284848213196,0.5319339632987976
-8.4375,50.6875,0.37684550881385803,0.547488272190094,0.384941041469574,0.4112573266029358,0.37684550881385803,0.35825446248054504,0.3466978669166565,0.3829171359539032,0.3956810534000397,0.44523629546165466,0.436135858297348,0.4603101313114166
-8.4375,50.8125,0.12831230461597443,0.1623070389032364,0.11946318298578262,0.13716143369674683,0.11503862589597702,0.11430119723081589,0.11503862589597702,0.11061406135559082,0.1280173361301422,0.12831230461597443,0.13716143369674683,0.17373661696910858
-8.4375,50.9375,0.13841988146305084,0.31323421001434326,0.20351091027259827,0.17367446422576904,0.12410058826208115,0.1233050674200058,0.12410058826208115,0.11932748556137085,0.14303387701511383,0.13841988146305084,0.14796608686447144,0.21305710077285767
-8.4375,51.0625,0.0361604243516922,0.20775488018989563,0.03491351380944252,0.03865424916148186,0.03366660326719284,0.0347888246178627,0.03366660326719284,0.03241969272494316,0.03736577183008194,0.03740733861923218,0.03865424916148186,0.11502227187156677
-8.4375,51.1875,0.03733529523015022,0.17375163733959198,0.03476044535636902,0.03991014137864113,0.03476044535636902,0.03458879142999649,0.03476044535636902,0.03218559920787811,0.03857980668544769,0.038622718304395676,0.03991014137864113,0.1111561730504036
-8.4375,51.3125,0.025815853849053383,0.22274738550186157,0.02403545007109642,0.027596257627010345,0.02403545007109642,0.023916756734251976,0.02403545007109642,0.024925652891397476,0.05361640825867653,0.10313862562179565,0.027596257627010345,0.1283194124698639
-8.4375,51.4375,0.05325291305780411,0.36204883456230164,0.05508922040462494,0.05692552775144577,0.049580298364162445,0.05123297497630119,0.05692552775144577,0.08197963982820511,0.13459327816963196,0.18219609558582306,0.05692552775144577,0.15714198350906372
-8.4375,51.5625,0.13312436640262604,0.5398744940757751,0.13500283658504486,0.05823259800672531,0.07818726450204849,0.05629151314496994,0.054475657641887665,0.05823259800672531,0.08467568457126617,0.18618300557136536,0.08467568457126617,0.23736317455768585
-8.4375,54.5625,0,0,0,0,0,0,0,0,0,0,0,0
-8.4375,55.1875,0.036274611949920654,0.3280133903026581,0.08830446004867554,0.03743083029985428,0.08830446004867554,0.0015880463179200888,0.0014855916379019618,0.0015880463179200888,0.10911639779806137,0.15767759084701538,0.14495918154716492,0.40048351883888245
-8.4375,55.3125,0.05225946009159088,0.19286230206489563,0.06967928260564804,0.07200192660093307,0.0435495525598526,0,0,0,0.05400144308805466,0.09580901265144348,0.0900024026632309,0.22645767033100128
-8.4375,55.4375,2.3205384786706418e-4,0.04231748357415199,2.2431871911976486e-4,2.3179601703304797e-4,2.0111333287786692e-4,1.7584525630809367e-4,1.7017281788866967e-4,1.4696743164677173e-4,2.2380304289981723e-4,2.2431871911976486e-4,2.397889766143635e-4,0.07625110447406769
-8.4375,55.5625,6.967329536564648e-4,0.07098900526762009,0.04302326217293739,6.967329536564648e-4,6.967329536564648e-4,5.806108238175511e-4,5.394062027335167e-4,5.618814611807466e-4,6.967329536564648e-4,6.967329536564648e-4,6.967329536564648e-4,0.127676323056221
-8.4375,55.6875,0.0011536770034581423,0.05279901251196861,0.0011164615862071514,0.0011536770034581423,0.0010792461689561605,9.613974834792316e-4,8.55953898280859e-4,8.55953898280859e-4,0.0011536770034581423,0.0011536770034581423,0.0011536770034581423,0.07112477719783783
-8.4375,55.8125,0.0011134020751342177,0.030019326135516167,8.48306342959404e-4,8.765832171775401e-4,4.7717231791466475e-4,2.1914580429438502e-4,3.7113402504473925e-4,5.301914643496275e-4,9.313696646131575e-4,0.0011664212215691805,0.0012053019599989057,0.0015375552466139197
-8.4375,55.9375,0.0013353322865441442,0.0021354719065129757,6.676661432720721e-4,9.96553455479443e-4,4.4511075248010457e-4,2.299738844158128e-4,7.418512541335076e-5,3.709256125148386e-4,8.432375616393983e-4,9.644066449254751e-4,0.0013031853595748544,0.0020029982551932335
-8.4375,56.0625,0.0019897434394806623,0.0036190995015203953,9.948717197403312e-4,0.0013217581436038017,4.263735900167376e-4,0,4.263735900167376e-4,8.527471800334752e-4,0.0019092061556875706,0.0022739924024790525,0.0030841021798551083,0.003695237683132291
-8.4375,56.1875,0.009960418567061424,0.039761174470186234,0.009960418567061424,0.011027606204152107,0.009960418567061424,0.0077193244360387325,0.006047396920621395,0.006758855655789375,0.009557259269058704,0.010671877302229404,0.011027606204152107,0.06293340772390366
-8.4375,56.3125,0.009921644814312458,0.010984677821397781,0.00885861087590456,0.010252365842461586,0.009567299857735634,0.0076892743818461895,0.006378199905157089,0.006732544396072626,0.009886209852993488,0.010984677821397781,0.010984677821397781,0.010984677821397781
-8.4375,56.4375,0.023439157754182816,0.03414538875222206,0.01480367872864008,0.0165718961507082,0.016037318855524063,0.015297134406864643,0.012336398474872112,0.016037318855524063,0.021670939400792122,0.034541916102170944,0.03824283555150032,0.03700919449329376
-8.4375,56.5625,0.08139964193105698,0.13864773511886597,0.05635359510779381,0.05823205038905144,0.02504604309797287,0.006470227614045143,0.037569064646959305,0.05009208619594574,0.06470227986574173,0.06261510401964188,0.05823205038905144,0.12523020803928375
-8.4375,56.6875,0.0819363221526146,0.10160103440284729,0.06882651150226593,0.06773402541875839,0.0622716024518013,0.050800517201423645,0.05243924632668495,0.05899415165185928,0.07450743019580841,0.09504613280296326,0.09482763707637787,0.09504613280296326
-8.4375,56.8125,0.0027763599064201117,0.1680155098438263,0.06192860007286072,0.003107980592176318,0.0025449965614825487,0.002390754409134388,0.0016195432981476188,0.0017352248542010784,0.002629829803481698,0.003354768268764019,0.0035861313808709383,0.15233434736728668
-8.4375,56.9375,0.005296310409903526,0.038825999945402145,0.0033703793305903673,0.003980257548391819,0.003851862158626318,0.0022388948127627373,0.0014444483676925302,0.0028888967353850603,0.005472854245454073,0.0069815004244446754,0.007214216981083155,0.0074629830196499825
-8.4375,57.0625,0.0026017504278570414,0.004320763982832432,0.0013008752139285207,0.0017283055931329727,3.7167861592024565e-4,0,0,7.433572318404913e-4,0.0026884754188358784,0.00408846465870738,0.004416781011968851,0.005203500855714083
-8.4375,57.1875,0.0032573745120316744,0.06435105204582214,0.002134141977876425,0.002437414601445198,0.0020218186546117067,0.0016249431064352393,0.0012355558574199677,0.0017971721244975924,0.002785616787150502,0.003482020925730467,0.003482020925730467,0.058460500091314316
-8.4375,57.3125,0.012181825935840607,0.01174676138907671,0.008645167574286461,0.010151522234082222,0.010217015631496906,0.007309095934033394,0.005501470062881708,0.007466280832886696,0.009745460934937,0.012181825935840607,0.012181825935840607,0.012181825935840607
-8.4375,57.4375,0.02812039665877819,0.030059734359383583,0.021332714706659317,0.02605176903307438,0.02812039665877819,0.020039822906255722,0.014545032754540443,0.019393377006053925,0.025049777701497078,0.030059734359383583,0.030059734359383583,0.030059734359383583
-8.4375,57.5625,0.033744554966688156,0.04269719123840332,0.01446195226162672,0.009962677955627441,0.0080344183370471,0.011623124592006207,0.012855068780481815,0.02249637059867382,0.033208929002285004,0.04177897423505783,0.039850711822509766,0.0465996228158474
-8.4375,57.6875,0.04094022512435913,0.04713974893093109,0.024564135819673538,0.025382941588759422,0.026201745495200157,0.025382941588759422,0.02292652800679207,0.032752182334661484,0.038920510560274124,0.049128271639347076,0.049073684960603714,0.050765883177518845
-8.4375,57.8125,0,0,0,0,0,0,0,0,0,0,0,0
-8.4375,57.9375,0,0,0,0,0,0,0,0,0,0,0,0
-8.4375,58.0625,0.008750637993216515,0.01004702877253294,0.006157856434583664,0.007032920140773058,0.006481954362243414,0.006028217263519764,0.005185563582926989,0.006481954362243414,0.008372523821890354,0.01004702877253294,0.01004702877253294,0.009722931310534477
-8.4375,58.1875,0.004710368346422911,0.004710368346422911,0.004102578852325678,0.004710368346422911,0.004710368346422911,0.004239331465214491,0.0031908946111798286,0.0036467364989221096,0.004239331465214491,0.004710368346422911,0.004710368346422911,0.004710368346422911
-8.4375,58.3125,0.004800501745194197,0.004800501745194197,0.004645647015422583,0.004800501745194197,0.004800501745194197,0.004640485160052776,0.0038713724352419376,0.00371651747263968,0.004320451524108648,0.004800501745194197,0.004800501745194197,0.004800501745194197
-8.4375,58.4375,0.004059972707182169,0.006421385332942009,0.0031899784225970507,0.0017979878466576338,0.002899980405345559,0.0017979878466576338,0.002319984370842576,0.002899980405345559,0.0038956403732299805,0.002319984370842576,0.005393963772803545,0.00666995532810688
-8.4375,58.5625,0.0015284772962331772,0.0033844856079667807,0.006113909184932709,0.003158853156492114,0,0,0,0,0,0,0,0
-8.4375,60.8125,0.029965471476316452,0.05391109362244606,0.022474102675914764,0.027093779295682907,0.029965471476316452,0.00774108013138175,0.011237051337957382,0.029965471476316452,0.030964320525527,0.026219787076115608,0.030964320525527,0.03371115401387215
-8.4375,60.9375,0.14459064602851868,0.14459064602851868,0.1305980086326599,0.14459064602851868,0.14459064602851868,0.139770969748497,0.13526222109794617,0.1305980086326599,0.13495127856731415,0.14459064602851868,0.17123426496982574,0.14459064602851868
-8.4375,61.0625,0.19305576384067535,0.2202269434928894,0.19305576384067535,0.19305576384067535,0.19305576384067535,0.19305576384067535,0.19305576384067535,0.19305576384067535,0.2184155285358429,0.19305576384067535,0.2184155285358429,0.21759746968746185
-8.4375,61.1875,0.1080114021897316,0.12998266518115997,0.08453065901994705,0.08249566704034805,0.08453065901994705,0.11161178350448608,0.11270754784345627,0.08922681212425232,0.08734834939241409,0.09861910343170166,0.09705372154712677,0.1220998466014862
-8.4375,61.3125,0,0.010147309862077236,0.00916531216353178,0,0,0,0,0,0.004735411610454321,0,0.004735411610454321,0
-8.4375,61.8125,0.06647921353578568,0.08698417246341705,0.07252278178930283,0.06869518756866455,0.042304955422878265,0.037470102310180664,0.06043565273284912,0.08460991084575653,0.08743023872375488,0.07856634259223938,0.04996013641357422,0.06043565273284912
-8.4375,61.9375,0.11003219336271286,0.1127975583076477,0.09373112767934799,0.08843328058719635,0.09780639410018921,0.1094888299703598,0.10595692694187164,0.10595692694187164,0.09685549885034561,0.09780639410018921,0.11369993537664413,0.12633326649665833
-8.4375,62.0625,0.21127040684223175,0.2873633801937103,0.21127040684223175,0.2444746196269989,0.18360023200511932,0.07291951775550842,0.07291951775550842,0.21127040684223175,0.2730671465396881,0.2666107714176178,0.2444746196269989,0.21127040684223175
-8.4375,62.1875,0.20120756328105927,0.39834529161453247,0.2282656878232956,0.23457925021648407,0.20120756328105927,0.15069907903671265,0.06591696292161942,0.2553237974643707,0.2625392973423004,0.28238192200660706,0.2625392973423004,0.28238192200660706
-8.4375,62.3125,0.13321439921855927,0.2051679491996765,0.18996649980545044,0.1946958303451538,0.16159044206142426,0.048086248338222504,0.048086248338222504,0.16159044206142426,0.22401775419712067,0.21834254264831543,0.22401775419712067,0.16159044206142426
-8.4375,62.4375,0.15152864158153534,0.15098746120929718,0.14647768437862396,0.15657959878444672,0.15657959878444672,0.15657959878444672,0.15152864158153534,0.14142672717571259,0.14092163741588593,0.15152864158153534,0.15657959878444672,0.15657959878444672
-8.4375,62.5625,0.16843290627002716,0.14918343722820282,0.1572040468454361,0.1740473359823227,0.1740473359823227,0.1740473359823227,0.16281847655773163,0.1572040468454361,0.1566426008939743,0.16843290627002716,0.1740473359823227,0.1740473359823227
-8.3125,48.1875,0.016008054837584496,0.0265848059207201,0.024012083187699318,0.020677071064710617,0.016008054837584496,0,0.004002013709396124,0.02801409736275673,0.0248124860227108,0.024012083187699318,0.016541656106710434,0.016008054837584496
-8.3125,48.3125,0.11819148808717728,0.13085485994815826,0.12356382608413696,0.11657978594303131,0.13430850207805634,0.13323403894901276,0.12893617153167725,0.12356382608413696,0.127682626247406,0.13430850207805634,0.1498882919549942,0.12893617153167725
-8.3125,48.4375,0.04876816272735596,0.05399332568049431,0.04689246416091919,0.05039377138018608,0.04689246416091919,0.046517327427864075,0.04689246416091919,0.04501676559448242,0.046517327427864075,0.04689246416091919,0.05039377138018608,0.04689246416091919
-8.3125,48.5625,0.032981567084789276,0.09799028187990189,0.06234034150838852,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276,0.032981567084789276
-8.3125,48.6875,0.14922146499156952,0.2927458882331848,0.17877061665058136,0.12262723594903946,0.0595732256770134,0.031024880707263947,0.09012317657470703,0.17877061665058136,0.1836954802274704,0.14922146499156952,0.09209311753511429,0.17877061665058136
-8.3125,48.8125,0.037579528987407684,0.10401131212711334,0.037579528987407684,0.037579528987407684,0.033942800015211105,0.036326877772808075,0.037579528987407684,0.0351550430059433,0.037579528987407684,0.037579528987407684,0.037579528987407684,0.06636873632669449
-8.3125,48.9375,0.03267994150519371,0.2303580790758133,0.12195393443107605,0.09417980164289474,0.030571555718779564,0.03159060701727867,0.03162574768066406,0.060329556465148926,0.09417980164289474,0.09219593554735184,0.03267994150519371,0.12195393443107605
-8.3125,49.0625,0.0408657044172287,0.23294863104820251,0.12761282920837402,0.13050439953804016,0.03822920843958855,0.0408657044172287,0.03954745829105377,0.06714491546154022,0.10062483698129654,0.12761282920837402,0.0408657044172287,0.09869712591171265
-8.3125,49.1875,0.03462965786457062,0.23236823081970215,0.12393094599246979,0.12690766155719757,0.032395485788583755,0.03347533568739891,0.032395485788583755,0.032395485788583755,0.09614831954240799,0.12393094599246979,0.03462965786457062,0.12393094599246979
-8.3125,49.3125,0.1508435308933258,0.3259061276912689,0.18019534647464752,0.18508730828762054,0.14868634939193726,0.0323217399418354,0.031279101967811584,0.14868634939193726,0.18508730828762054,0.18019534647464752,0.18508730828762054,0.20954714715480804
